,GeneA,GeneB,IdMethodA,IdMethodB,Negative,PubMedId,UTCDate
2001,ATM,IKBKG,predetermined participant,predetermined participant,False,18583959,1216785600.0
2002,IKBKG,ATR,western blot,western blot,False,18583959,1216785600.0
2003,IKBKG,ATR,western blot,western blot,False,18583959,1216785600.0
2004,LCK,LCK,predetermined participant,predetermined participant,False,17118402,1168578000.0
2005,LCK,LCK,predetermined participant,predetermined participant,False,17118402,1168578000.0
2006,LCK,LCK,predetermined participant,predetermined participant,False,17118402,1168578000.0
2007,MAPK13,CKB,de novo protein sequencing by mass spectrometry,de novo protein sequencing by mass spectrometry,False,19135240,1232946000.0
2008,MAPK13,PGK1,de novo protein sequencing by mass spectrometry,de novo protein sequencing by mass spectrometry,False,19135240,1232946000.0
2009,MAPK13,MARCKS,de novo protein sequencing by mass spectrometry,de novo protein sequencing by mass spectrometry,False,19135240,1232946000.0
2010,MAPK13,PRKD1,de novo protein sequencing by mass spectrometry,de novo protein sequencing by mass spectrometry,False,19135240,1232946000.0
2011,MAPK13,PKM,de novo protein sequencing by mass spectrometry,de novo protein sequencing by mass spectrometry,False,19135240,1232946000.0
2012,PRKD1,MAPK13,molecular weight estimation by autoradiography,molecular weight estimation by autoradiography,False,19135240,1232946000.0
2013,PRKD1,MAPK13,molecular weight estimation by autoradiography,molecular weight estimation by autoradiography,False,19135240,1232946000.0
2014,PRKD1,MAPK13,molecular weight estimation by autoradiography,molecular weight estimation by autoradiography,False,19135240,1232946000.0
2015,PRKD1,MAPK13,western blot,western blot,False,19135240,1232946000.0
2016,MAPK13,PRKD1,western blot,western blot,False,19135240,1232946000.0
2017,MTOR,MAPKAP1,western blot,western blot,False,18566587,1216785600.0
2018,PI4K2B,AKT1,nucleotide sequence identification,nucleotide sequence identification,False,18624398,1220587200.0
2019,MAPK3,PFKFB1,nucleotide sequence identification,nucleotide sequence identification,False,18624398,1220587200.0
2020,MAPK3,PFKM,nucleotide sequence identification,nucleotide sequence identification,False,18624398,1220587200.0
2021,MAPK13,AKIP1,nucleotide sequence identification,nucleotide sequence identification,False,18624398,1220587200.0
2022,DAPK1,DAPK1,predetermined participant,predetermined participant,False,19180116,1236056400.0
2023,MAP2K1,MAPK3,western blot,western blot,False,19197339,1236056400.0
2024,MAP2K1,MAPK3,western blot,western blot,False,19197339,1236056400.0
2025,MAP2K1,RAF1,western blot,western blot,False,19197339,1236056400.0
2026,RAF1,MAP2K1,anti tag western blot,anti tag western blot,False,19197339,1236056400.0
2027,RAF1,AKT1,anti tag western blot,anti tag western blot,False,19197339,1236056400.0
2028,MAP2K1,RAF1,anti tag western blot,western blot,False,19197339,1236056400.0
2029,SPHKAP,SPHK1,nucleotide sequence identification,nucleotide sequence identification,False,12080051,1030939200.0
2030,SPHKAP,SPHK1,molecular weight estimation by autoradiography,molecular weight estimation by autoradiography,False,12080051,1030939200.0
2031,SPHKAP,SPHK1,molecular weight estimation by autoradiography,molecular weight estimation by autoradiography,False,12080051,1030939200.0
2032,SPHKAP,SPHK1,immunostaining,immunostaining,False,12080051,1030939200.0
2033,CSNK1A1,RIPK1,anti tag western blot,anti tag western blot,False,18067272,1199336400.0
2034,RIPK1,CSNK1A1,anti tag western blot,anti tag western blot,False,18067272,1199336400.0
2035,CSNK1A1,RIPK1,identification by antibody,identification by antibody,False,18067272,1199336400.0
2036,RIPK1,CSNK1A1,predetermined participant,predetermined participant,False,18067272,1199336400.0
2037,RIPK1,CSNK1A1,predetermined participant,predetermined participant,False,18067272,1199336400.0
2038,MOB4,STK26,Identification by mass spectrometry,Identification by mass spectrometry,False,19156129,1232514000.0
2039,TAB2,MAP3K7,western blot,western blot,False,17158449,1170651600.0
2040,EEF2K,CDK1,predetermined participant,predetermined participant,False,18337751,1207713600.0
2041,VRK1,VRK3,anti tag western blot,anti tag western blot,False,18617507,1226293200.0
2042,PLK3,VRK1,peptide massfingerprinting,peptide massfingerprinting,False,19103756,1234414800.0
2043,PLK3,VRK1,anti tag western blot,anti tag western blot,False,19103756,1234414800.0
2044,PLK3,VRK1,anti tag western blot,anti tag western blot,False,19103756,1234414800.0
2045,PLK3,VRK1,monoclonal antibody immunostaining,monoclonal antibody immunostaining,False,19103756,1234414800.0
2046,PLK3,VRK1,western blot,western blot,False,19103756,1234414800.0
2047,VRK1,PLK3,monoclonal antibody immunostaining,monoclonal antibody immunostaining,False,19103756,1234414800.0
2048,VRK1,PLK3,anti tag western blot,anti tag western blot,False,19103756,1234414800.0
2049,VRK1,PLK3,anti tag western blot,anti tag western blot,False,19103756,1234414800.0
2050,PLK3,VRK1,anti tag western blot,anti tag western blot,False,19103756,1234414800.0
2051,VRK1,PLK3,western blot,western blot,False,19103756,1234414800.0
2052,PLK3,VRK1,western blot,western blot,False,19103756,1234414800.0
2053,VRK1,PLK3,western blot,western blot,False,19103756,1234414800.0
2054,VRK1,TP53,immunostaining,immunostaining,False,15542844,1100494800.0
2055,STK10,STK10,predetermined participant,predetermined participant,False,18239682,1203483600.0
2056,SLK,SLK,predetermined participant,predetermined participant,False,18239682,1203483600.0
2057,CHEK2,CHEK2,predetermined participant,predetermined participant,False,18239682,1203483600.0
2058,DAPK3,DAPK3,predetermined participant,predetermined participant,False,18239682,1203483600.0
2059,SLK,SLK,predetermined participant,predetermined participant,False,18239682,1203483600.0
2060,STK10,STK10,predetermined participant,predetermined participant,False,18239682,1203483600.0
2061,DAPK3,DAPK3,predetermined participant,predetermined participant,False,18239682,1203483600.0
2062,STK10,STK10,predetermined participant,predetermined participant,False,18239682,1203483600.0
2063,CHEK2,CHEK2,predetermined participant,predetermined participant,False,18239682,1203483600.0
2064,SLK,SLK,predetermined participant,predetermined participant,False,18239682,1203483600.0
2065,CDKN2C,CDK6,western blot,western blot,False,18394558,1207627200.0
2066,MAPK8IP1,MAP3K7,western blot,western blot,False,18286207,1203483600.0
2067,MAPK8IP1,MAPK8,western blot,western blot,False,18286207,1203483600.0
2068,MAPK8IP1,MAP2K7,western blot,western blot,False,18286207,1203483600.0
2069,MAPK8IP1,TAB1,western blot,western blot,False,18286207,1203483600.0
2070,MAPK8IP1,MAP3K7,western blot,western blot,False,18286207,1203483600.0
2071,MAPK8IP1,MAPK8,western blot,western blot,False,18286207,1203483600.0
2072,MAPK8IP1,MAP2K7,western blot,western blot,False,18286207,1203483600.0
2073,MAPK8IP1,VRK2,western blot,western blot,False,18286207,1203483600.0
2074,MAPK8IP1,TAB1,western blot,western blot,False,18286207,1203483600.0
2075,MAPK8IP1,MAP3K7,western blot,western blot,False,18286207,1203483600.0
2076,MAPK8IP1,MAPK8,western blot,western blot,False,18286207,1203483600.0
2077,MAPK8IP1,MAP2K7,western blot,western blot,False,18286207,1203483600.0
2078,MAPK8IP1,VRK2,western blot,western blot,False,18286207,1203483600.0
2079,MAPK8IP1,TAB1,western blot,western blot,False,18286207,1203483600.0
2080,MAPK8IP1,MAPK8IP1,western blot,western blot,False,18286207,1203483600.0
2081,MAP3K7,VRK2,western blot,western blot,False,18286207,1203483600.0
2082,VRK2,MAP2K7,western blot,western blot,False,18286207,1203483600.0
2083,VRK2,MAPK8IP1,western blot,western blot,False,18286207,1203483600.0
2084,VRK2,MAP3K7,western blot,western blot,False,18286207,1203483600.0
2085,VRK2,MAP3K7,western blot,western blot,False,18286207,1203483600.0
2086,VRK2,MAPK8IP1,western blot,western blot,False,18286207,1203483600.0
2087,VRK2,MAPK8IP1,western blot,western blot,False,18286207,1203483600.0
2088,VRK2,MAP2K7,western blot,western blot,False,18286207,1203483600.0
2089,VRK2,MAP2K7,western blot,western blot,False,18286207,1203483600.0
2090,VRK2,MAPK8IP1,western blot,western blot,False,18286207,1203483600.0
2091,VRK2,MAPK8,western blot,western blot,False,18286207,1203483600.0
2092,VRK2,MAPK8IP1,western blot,western blot,False,18286207,1203483600.0
2093,VRK2,MAPK8,western blot,western blot,False,18286207,1203483600.0
2094,VRK2,MAPK8IP1,western blot,western blot,False,18286207,1203483600.0
2095,MAPK8IP1,VRK2,western blot,western blot,False,18286207,1203483600.0
2096,MAPK8IP1,MAP3K7,western blot,western blot,False,18286207,1203483600.0
2097,MAPK8IP1,MAPK8,western blot,western blot,False,18286207,1203483600.0
2098,MAPK8IP1,VRK2,western blot,western blot,False,18286207,1203483600.0
2099,MAPK8IP1,VRK2,western blot,western blot,False,18286207,1203483600.0
2100,MAPK8IP1,MAP3K7,western blot,western blot,False,18286207,1203483600.0
2101,MAPK8IP1,VRK2,western blot,western blot,False,18286207,1203483600.0
2102,MAPK8IP1,MAP2K7,western blot,western blot,False,18286207,1203483600.0
2103,MAPK8IP1,MAPK8,western blot,western blot,False,18286207,1203483600.0
2104,MAPK8IP1,VRK2,western blot,western blot,False,18286207,1203483600.0
2105,MAPK8IP1,MAP3K7,western blot,western blot,False,18286207,1203483600.0
2106,MAPK8IP1,VRK2,western blot,western blot,False,18286207,1203483600.0
2107,MAPK8IP1,MAP3K7,western blot,western blot,False,18286207,1203483600.0
2108,MAPK8IP1,VRK2,western blot,western blot,False,18286207,1203483600.0
2109,MAPK8IP1,MAP3K7,western blot,western blot,False,18286207,1203483600.0
2110,MAPK8IP1,VRK2,western blot,western blot,False,18286207,1203483600.0
2111,MAPK8IP1,MAPK8,western blot,western blot,False,18286207,1203483600.0
2112,MAPK8IP1,MAP3K7,western blot,western blot,False,17709393,1191297600.0
2113,MAPK8IP1,MAP3K7,western blot,western blot,False,17709393,1191297600.0
2114,MAP3K7,MAPK8,western blot,western blot,False,17709393,1191297600.0
2115,MAP3K7,MAP2K7,western blot,western blot,False,17709393,1191297600.0
2116,VRK2,MAP3K7,western blot,western blot,False,17709393,1191297600.0
2117,SKP2,SKP1,anti tag western blot,anti tag western blot,False,18239684,1203483600.0
2118,SKP2,CKS1B,anti tag western blot,anti tag western blot,False,18239684,1203483600.0
2119,MAPKAPK2,MAPK14,predetermined participant,predetermined participant,False,17255097,1174881600.0
2120,ADRBK1,GIT1,immunostaining,immunostaining,False,18369319,1208923200.0
2121,ADRBK1,GIT1,western blot,western blot,False,18369319,1208923200.0
2122,ADRBK1,GIT1,western blot,western blot,False,18369319,1208923200.0
2123,ADRBK1,GIT1,western blot,western blot,False,18369319,1208923200.0
2124,ADRBK1,GIT1,western blot,western blot,False,18369319,1208923200.0
2125,PRKD2,CSNK1A1,predetermined participant,predetermined participant,False,17962809,1195189200.0
2126,CSNK1E,PRKD2,predetermined participant,predetermined participant,False,17962809,1195189200.0
2127,MAP2K7,MAPK8IP1,predetermined participant,predetermined participant,False,16840345,1152849600.0
2128,MAPK8IP1,MAP3K7,predetermined participant,predetermined participant,False,16840345,1152849600.0
2129,MAPK8IP1,MAPK8,predetermined participant,predetermined participant,False,16840345,1152849600.0
2130,PRKACA,PRKAR1A,western blot,western blot,False,15655353,1114142400.0
2131,TRIB1,MAP2K1,western blot,western blot,False,15299019,1097035200.0
2132,MAP2K4,TRIB1,western blot,western blot,False,15299019,1097035200.0
2133,TRIB3,MAP2K1,western blot,western blot,False,15299019,1097035200.0
2134,TRIB3,MAP2K7,western blot,western blot,False,15299019,1097035200.0
2135,CSNK2B,CHEK1,nucleotide sequence identification,nucleotide sequence identification,False,15225637,1088568000.0
2136,CSNK2B,CHEK1,nucleotide sequence identification,nucleotide sequence identification,False,15225637,1088568000.0
2137,CHEK1,CSNK2B,nucleotide sequence identification,nucleotide sequence identification,False,15225637,1088568000.0
2138,CSNK2B,CHEK1,nucleotide sequence identification,nucleotide sequence identification,False,15225637,1088568000.0
2139,CSNK2B,CHEK1,nucleotide sequence identification,nucleotide sequence identification,False,15225637,1088568000.0
2140,MAP3K4,PTK2B,experimental participant identification,experimental participant identification,False,15601262,1115611200.0
2141,MAP3K4,PTK2B,monoclonal antibody western blot,monoclonal antibody western blot,False,15601262,1115611200.0
2142,PKMYT1,CDK1,predetermined participant,predetermined participant,False,10373560,932616000.0
2143,PKMYT1,CDK1,western blot,western blot,False,10373560,932616000.0
2144,LCK,MAPK1,polyclonal antibody western blot,polyclonal antibody western blot,False,8626561,835329600.0
2145,LCK,MAPK1,nucleotide sequence identification,polyclonal antibody western blot,False,8626561,835329600.0
2146,LIMK2,HIPK3,nucleotide sequence identification,nucleotide sequence identification,False,15231748,1088740800.0
2147,CASK,PRKD2,nucleotide sequence identification,nucleotide sequence identification,False,15231748,1088740800.0
2148,PIK3R1,EGFR,predetermined participant,predetermined participant,False,8662998,840513600.0
2149,ABL1,HCK,predetermined participant,predetermined participant,False,10849448,964065600.0
2150,ABL1,HCK,predetermined participant,predetermined participant,False,10849448,964065600.0
2151,ABL1,HCK,predetermined participant,predetermined participant,False,10849448,964065600.0
2152,ABL1,HCK,predetermined participant,predetermined participant,False,10849448,964065600.0
2153,ABL1,HCK,predetermined participant,predetermined participant,False,10849448,964065600.0
2154,SH3KBP1,EGFR,anti tag western blot,western blot,False,11894095,1016082000.0
2155,SH3KBP1,EGFR,western blot,western blot,False,11894095,1016082000.0
2156,TP53,CHEK2,nucleotide sequence identification,nucleotide sequence identification,False,10724175,955080000.0
2157,MTOR,PDPK1,nucleotide sequence identification,nucleotide sequence identification,False,11438723,994219200.0
2158,MTOR,MTOR,nucleotide sequence identification,nucleotide sequence identification,False,11438723,994219200.0
2159,MTOR,AKT1,nucleotide sequence identification,nucleotide sequence identification,False,11438723,994219200.0
2160,PDPK1,RPS6KB1,nucleotide sequence identification,nucleotide sequence identification,False,11438723,994219200.0
2161,AKT1,PDPK1,nucleotide sequence identification,nucleotide sequence identification,False,11438723,994219200.0
2162,RPS6KB1,AKT1,nucleotide sequence identification,nucleotide sequence identification,False,11438723,994219200.0
2163,TAB1,MAPK14,predetermined participant,predetermined participant,False,11847341,1013749200.0
2164,TAB1,MAPK14,nucleotide sequence identification,nucleotide sequence identification,False,11847341,1013749200.0
2165,HCK,SH3KBP1,de novo protein sequencing by mass spectrometry,de novo protein sequencing by mass spectrometry,False,12029088,1027915200.0
2166,HCK,PIK3R2,de novo protein sequencing by mass spectrometry,de novo protein sequencing by mass spectrometry,False,12029088,1027915200.0
2167,HCK,PIK3R1,de novo protein sequencing by mass spectrometry,de novo protein sequencing by mass spectrometry,False,12029088,1027915200.0
2168,RPS6KB2,EEF2K,predetermined participant,predetermined participant,False,11500364,997675200.0
2169,EEF2K,RPS6KA1,predetermined participant,predetermined participant,False,11500364,997675200.0
2170,STK11,MOB4,nucleotide sequence identification,nucleotide sequence identification,False,16169070,1127448000.0
2171,LCK,DLG1,monoclonal antibody western blot,nucleotide sequence identification,False,9341123,880693200.0
2172,LCK,DLG1,monoclonal antibody western blot,polyclonal antibody western blot,False,9341123,880693200.0
2173,EGFR,PTK2B,peptide massfingerprinting,peptide massfingerprinting,False,15657067,1111986000.0
2174,EGFR,PTK2,peptide massfingerprinting,peptide massfingerprinting,False,15657067,1111986000.0
2175,EGFR,CDK1,peptide massfingerprinting,peptide massfingerprinting,False,15657067,1111986000.0
2176,EGFR,ERBB2,peptide massfingerprinting,peptide massfingerprinting,False,15657067,1111986000.0
2177,EGFR,YES1,peptide massfingerprinting,peptide massfingerprinting,False,15657067,1111986000.0
2178,EGFR,TNK2,peptide massfingerprinting,peptide massfingerprinting,False,15657067,1111986000.0
2179,EGFR,TBRG4,peptide massfingerprinting,peptide massfingerprinting,False,15657067,1111986000.0
2180,EGFR,TNK2,western blot,western blot,False,15657067,1111986000.0
2181,EGFR,TBRG4,western blot,western blot,False,15657067,1111986000.0
2182,EGFR,PTK2B,western blot,western blot,False,15657067,1111986000.0
2183,EGFR,PTK2,western blot,western blot,False,15657067,1111986000.0
2184,EGFR,ERBB2,western blot,western blot,False,15657067,1111986000.0
2185,EGFR,YES1,western blot,western blot,False,15657067,1111986000.0
2186,IKBKAP,CDKN2B,nucleotide sequence identification,nucleotide sequence identification,False,16169070,1127448000.0
2187,KIDINS220,MOB4,nucleotide sequence identification,nucleotide sequence identification,False,16169070,1127448000.0
2188,MAP2,FYN,nucleotide sequence identification,nucleotide sequence identification,False,15536091,1105938000.0
2189,MAP2,FYN,nucleotide sequence identification,nucleotide sequence identification,False,15536091,1105938000.0
2190,UCK1,UCK1,nucleotide sequence identification,nucleotide sequence identification,False,16169070,1127448000.0
2191,RACK1,CDKN1A,nucleotide sequence identification,nucleotide sequence identification,False,16169070,1127448000.0
2192,BORA,FGFR3,nucleotide sequence identification,nucleotide sequence identification,False,16169070,1127448000.0
2193,PLK2,MPP3,nucleotide sequence identification,nucleotide sequence identification,False,16169070,1127448000.0
2194,AK5,NUCKS1,nucleotide sequence identification,nucleotide sequence identification,False,16169070,1127448000.0
2195,IKBKAP,PLK2,nucleotide sequence identification,nucleotide sequence identification,False,16169070,1127448000.0
2196,NMRK2,CDKN1A,nucleotide sequence identification,nucleotide sequence identification,False,16169070,1127448000.0
2197,HCK,FLJ10842,nucleotide sequence identification,nucleotide sequence identification,False,16169070,1127448000.0
2198,TRIM41,MPP3,nucleotide sequence identification,nucleotide sequence identification,False,16169070,1127448000.0
2199,STK16,IKBKE,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2200,CDK2,CNKSR2,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2201,STRAP,IKBKE,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2202,PEBP1,CDK2,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2203,MOB3B,CNKSR2,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2204,TWF1,IKBKE,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2205,ROCK2,IKBKE,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2206,TKT,IKBKE,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2207,NEK7,NEK6,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2208,CDKN2A,AURKA,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2209,DOK2,DOK2,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2210,CALM1,CAMK2A,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2211,PASK,PASK,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2212,CAMK2D,CAMK2A,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2213,RB1CC1,MOB4,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2214,STK38L,MOB1A,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2215,PDXK,IKBKE,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2216,PRKACA,PKIG,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2217,PRKAB2,PRKAB1,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2218,STK25,STK24,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2219,PRKCSH,IKBKE,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2220,PFKP,PRKAB1,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2221,CAMK2B,CAMK2A,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2222,STK16,ROCK2,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2223,MAPK1,PACSIN3,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2224,CDK4,CDKN2C,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2225,STK16,PASK,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2226,TNIK,CMPK1,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2227,NEK6,WEE1,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2228,CALM1,TNIK,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2229,CDKN2A,CDK4,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2230,STRAP,TNIK,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2231,SNRK,STK16,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2232,PRKACA,PRKAR1A,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2233,STRAP,GSK3B,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2234,LYN,CDK4,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2235,VRK3,TWF2,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2236,PEBP1,PAK2,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2237,UCK2,NEK6,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2238,EZR,RIPK2,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2239,PAK4,LRRK1,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2240,PDXK,PRKAB1,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2241,CKMT1A,IKBKE,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2242,AK2,IKBKE,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2243,CALM1,IKBKE,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2244,PEBP1,PACSIN3,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2245,AK2,PAK2,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2246,IKBKAP,GSK3B,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2247,GIT2,PAK2,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2248,KHK,ILK,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2249,RB1CC1,CDK19,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2250,CAMK2A,DLG3,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2251,MAP2K5,GSK3B,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2252,GIT1,PAK2,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2253,MAPK1,TNIK,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2254,CDK2,CDK2,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2255,CDK5R1,CDK5,predetermined participant,predetermined participant,False,15689152,1107406800.0
2256,CDK5,CDK5R1,predetermined participant,predetermined participant,False,15689152,1107406800.0
2257,CDK5R1,CDK5,predetermined participant,predetermined participant,False,15689152,1107406800.0
2258,IKBKG,CHUK,western blot,western blot,False,16938294,1158033600.0
2259,IKBKB,IKBKG,western blot,western blot,False,16938294,1158033600.0
2260,MOB4,STK24,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2261,MOB1A,SGK1,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2262,NEK9,NEK6,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2263,AK2,NME2,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2264,EZR,IKBKE,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2265,PRKAR1A,NUAK1,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2266,CMPK1,PRKAB1,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2267,CDKN2A,IKBKE,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2268,PAK1,IKBKE,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2269,MARCKS,SGK1,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2270,EZR,PRKAB1,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2271,STRAP,NME2,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2272,STK16,MELK,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2273,CALM1,RIOK3,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2274,DSTYK,IKBKE,sequence tag identification,sequence tag identification,False,17353931,1173758400.0
2275,AURKA,AKT1,predetermined participant,predetermined participant,False,24412244,1396411200.0
2276,CDK8,AURKA,predetermined participant,predetermined participant,False,24412244,1396411200.0
2277,MAPKAPK3,AURKA,predetermined participant,predetermined participant,False,24412244,1396411200.0
2278,AURKA,MAP2K1,predetermined participant,predetermined participant,False,24412244,1396411200.0
2279,CDK8,BMPR1A,predetermined participant,predetermined participant,False,24412244,1396411200.0
2280,MAP2K1,BMPR1A,predetermined participant,predetermined participant,False,24412244,1396411200.0
2281,MAPKAPK3,BRAF,predetermined participant,predetermined participant,False,24412244,1396411200.0
2282,AKT1,BUB1,predetermined participant,predetermined participant,False,24412244,1396411200.0
2283,BUB1,CDK8,predetermined participant,predetermined participant,False,24412244,1396411200.0
2284,BUB1,MAPKAPK3,predetermined participant,predetermined participant,False,24412244,1396411200.0
2285,MAP2K1,BUB1,predetermined participant,predetermined participant,False,24412244,1396411200.0
2286,CDKN2A,MAP2K1,predetermined participant,predetermined participant,False,24412244,1396411200.0
2287,CDKN2A,MAPKAPK3,predetermined participant,predetermined participant,False,24412244,1396411200.0
2288,EGFR,MAPKAPK3,predetermined participant,predetermined participant,False,24412244,1396411200.0
2289,ERBB2,CDK8,predetermined participant,predetermined participant,False,24412244,1396411200.0
2290,ERBB2,MAP2K1,predetermined participant,predetermined participant,False,24412244,1396411200.0
2291,MAP2K1,PIK3CA,predetermined participant,predetermined participant,False,24412244,1396411200.0
2292,MOB1A,LATS1,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2293,MOB1A,STK4,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2294,MOB1A,STK3,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2295,MOB1A,STK4,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2296,MOB1A,STK3,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2297,MOB1A,LATS1,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2298,MOB1A,LATS1,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2299,MOB1A,STK3,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2300,MOB1A,LATS1,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2301,MOB1B,LATS1,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2302,MOB1A,LATS1,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2303,STK3,STK4,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2304,STK4,STK3,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2305,LATS1,TJP2,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2306,LATS1,MAGI1,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2307,LATS1,LATS2,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2308,LATS1,MPP5,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2309,MOB1A,STK38L,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2310,MOB1A,STK4,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2311,MOB1A,MOB2,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2312,MOB1A,LATS1,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2313,MOB1A,LATS2,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2314,MOB1A,STK3,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2315,MOB1B,STK38L,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2316,MOB1B,MAP4K4,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2317,MOB1B,STK4,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2318,MOB1B,STK3,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2319,MOB1B,LATS2,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2320,MOB1B,MOB2,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2321,MOB1B,LATS1,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2322,STK3,MOB4,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2323,STK3,STK4,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2324,STK4,STK3,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
2325,STK4,MOB4,sequence tag identification,sequence tag identification,False,24255178,1385096400.0
